"Plot Title: 20597569"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20597569, SEN S/N: 20597569)","Intensity, Lux (LGR S/N: 20597569, SEN S/N: 20597569)","Coupler Detached (LGR S/N: 20597569)","Coupler Attached (LGR S/N: 20597569)","Host Connected (LGR S/N: 20597569)","Stopped (LGR S/N: 20597569)","End Of File (LGR S/N: 20597569)"
1,04/26/23 07:40:45  PM,23.869,0.0,,,,,
2,04/26/23 07:40:50  PM,,,Logged,,,,
3,04/26/23 08:10:45  PM,23.196,0.0,,,,,
4,04/26/23 08:40:45  PM,22.525,0.0,,,,,
5,04/26/23 09:10:45  PM,21.664,0.0,,,,,
6,04/26/23 09:40:45  PM,20.805,0.0,,,,,
7,04/26/23 10:10:45  PM,19.948,0.0,,,,,
8,04/26/23 10:40:45  PM,19.187,0.0,,,,,
9,04/26/23 11:10:45  PM,18.426,0.0,,,,,
10,04/26/23 11:40:45  PM,17.760,0.0,,,,,
11,04/27/23 12:10:45  AM,17.094,0.0,,,,,
12,04/27/23 12:40:45  AM,16.427,0.0,,,,,
13,04/27/23 01:10:45  AM,15.855,0.0,,,,,
14,04/27/23 01:40:45  AM,15.473,0.0,,,,,
15,04/27/23 02:10:45  AM,15.091,0.0,,,,,
16,04/27/23 02:40:45  AM,14.709,0.0,,,,,
17,04/27/23 03:10:45  AM,14.230,0.0,,,,,
18,04/27/23 03:40:45  AM,13.942,0.0,,,,,
19,04/27/23 04:10:45  AM,13.750,0.0,,,,,
20,04/27/23 04:40:45  AM,13.654,0.0,,,,,
21,04/27/23 05:10:45  AM,13.558,0.0,,,,,
22,04/27/23 05:40:45  AM,13.461,0.0,,,,,
23,04/27/23 06:10:45  AM,13.365,0.0,,,,,
24,04/27/23 06:40:45  AM,13.365,0.0,,,,,
25,04/27/23 07:10:45  AM,14.134,0.0,,,,,
26,04/27/23 07:40:45  AM,16.141,0.0,,,,,
27,04/27/23 08:10:45  AM,19.187,0.0,,,,,
28,04/27/23 08:40:45  AM,22.717,0.0,,,,,
29,04/27/23 09:10:45  AM,26.097,0.0,,,,,
30,04/27/23 09:40:45  AM,27.075,0.0,,,,,
31,04/27/23 10:10:45  AM,25.902,0.0,,,,,
32,04/27/23 10:40:45  AM,25.416,0.0,,,,,
33,04/27/23 11:10:45  AM,25.125,0.0,,,,,
34,04/27/23 11:40:45  AM,25.125,0.0,,,,,
35,04/27/23 12:10:45  PM,25.125,0.0,,,,,
36,04/27/23 12:40:45  PM,24.641,0.0,,,,,
37,04/27/23 01:10:45  PM,25.125,0.0,,,,,
38,04/27/23 01:40:45  PM,25.902,0.0,,,,,
39,04/27/23 02:10:45  PM,27.173,0.0,,,,,
40,04/27/23 02:40:45  PM,30.558,0.0,,,,,
41,04/27/23 03:10:45  PM,34.268,0.0,,,,,
42,04/27/23 03:40:45  PM,37.384,0.0,,,,,
43,04/27/23 04:10:45  PM,39.843,0.0,,,,,
44,04/27/23 04:40:45  PM,41.928,0.0,,,,,
45,04/27/23 05:10:45  PM,43.118,0.0,,,,,
46,04/27/23 05:40:45  PM,43.601,0.0,,,,,
47,04/27/23 06:10:45  PM,40.185,0.0,,,,,
48,04/27/23 06:40:45  PM,39.843,0.0,,,,,
49,04/27/23 07:10:45  PM,35.971,0.0,,,,,
50,04/27/23 07:40:45  PM,34.058,0.0,,,,,
51,04/27/23 08:10:45  PM,30.760,0.0,,,,,
52,04/27/23 08:40:45  PM,27.862,0.0,,,,,
53,04/27/23 09:10:45  PM,25.416,0.0,,,,,
54,04/27/23 09:40:45  PM,23.677,0.0,,,,,
55,04/27/23 10:10:45  PM,22.238,0.0,,,,,
56,04/27/23 10:40:45  PM,20.901,0.0,,,,,
57,04/27/23 11:10:45  PM,19.662,0.0,,,,,
58,04/27/23 11:40:45  PM,18.521,0.0,,,,,
59,04/28/23 12:10:45  AM,17.570,0.0,,,,,
60,04/28/23 12:40:45  AM,16.808,0.0,,,,,
61,04/28/23 01:10:45  AM,15.855,0.0,,,,,
62,04/28/23 01:40:45  AM,14.900,0.0,,,,,
63,04/28/23 02:10:45  AM,14.038,0.0,,,,,
64,04/28/23 02:40:45  AM,13.269,0.0,,,,,
65,04/28/23 03:10:45  AM,12.594,0.0,,,,,
66,04/28/23 03:40:45  AM,12.207,0.0,,,,,
67,04/28/23 04:10:45  AM,11.819,0.0,,,,,
68,04/28/23 04:40:45  AM,11.334,0.0,,,,,
69,04/28/23 05:10:45  AM,10.944,0.0,,,,,
70,04/28/23 05:40:45  AM,10.553,0.0,,,,,
71,04/28/23 06:10:45  AM,10.259,0.0,,,,,
72,04/28/23 06:40:45  AM,10.063,0.0,,,,,
73,04/28/23 07:10:45  AM,10.259,0.0,,,,,
74,04/28/23 07:40:45  AM,11.139,0.0,,,,,
75,04/28/23 08:10:45  AM,12.690,0.0,,,,,
76,04/28/23 08:40:45  AM,17.665,0.0,,,,,
77,04/28/23 09:10:45  AM,19.758,0.0,,,,,
78,04/28/23 09:40:45  AM,22.429,0.0,,,,,
79,04/28/23 10:10:45  AM,24.448,0.0,,,,,
80,04/28/23 10:40:45  AM,26.097,0.0,,,,,
81,04/28/23 11:10:45  AM,27.075,0.0,,,,,
82,04/28/23 11:40:45  AM,27.665,0.0,,,,,
83,04/28/23 12:10:45  PM,28.258,0.0,,,,,
84,04/28/23 12:40:45  PM,29.152,10.8,,,,,
85,04/28/23 01:10:45  PM,31.166,10.8,,,,,
86,04/28/23 01:40:45  PM,33.639,10.8,,,,,
87,04/28/23 02:10:45  PM,35.864,10.8,,,,,
88,04/28/23 02:40:45  PM,37.604,21.5,,,,,
89,04/28/23 03:10:45  PM,38.938,32.3,,,,,
90,04/28/23 03:40:45  PM,40.185,43.1,,,,,
91,04/28/23 04:10:45  PM,41.108,107.6,,,,,
92,04/28/23 04:40:45  PM,46.337,220445.9,,,,,
93,04/28/23 05:10:45  PM,45.829,198401.3,,,,,
94,04/28/23 05:40:45  PM,41.341,154312.1,,,,,
95,04/28/23 06:10:45  PM,37.824,121245.2,,,,,
96,04/28/23 06:40:45  PM,34.058,77156.1,,,,,
97,04/28/23 07:10:45  PM,27.567,17911.2,,,,,
98,04/28/23 07:40:45  PM,20.710,968.8,,,,,
99,04/28/23 08:10:45  PM,18.616,0.0,,,,,
100,04/28/23 08:40:45  PM,17.570,0.0,,,,,
101,04/28/23 09:10:45  PM,15.378,0.0,,,,,
102,04/28/23 09:40:45  PM,13.173,0.0,,,,,
103,04/28/23 10:10:45  PM,12.401,0.0,,,,,
104,04/28/23 10:40:45  PM,12.401,0.0,,,,,
105,04/28/23 11:10:45  PM,11.722,0.0,,,,,
106,04/28/23 11:40:45  PM,11.431,0.0,,,,,
107,04/29/23 12:10:45  AM,11.819,0.0,,,,,
108,04/29/23 12:40:45  AM,11.819,0.0,,,,,
109,04/29/23 01:10:45  AM,12.497,0.0,,,,,
110,04/29/23 01:40:45  AM,11.236,0.0,,,,,
111,04/29/23 02:10:45  AM,10.748,0.0,,,,,
112,04/29/23 02:40:45  AM,10.748,0.0,,,,,
113,04/29/23 03:10:45  AM,10.259,0.0,,,,,
114,04/29/23 03:40:45  AM,9.669,0.0,,,,,
115,04/29/23 04:10:45  AM,8.879,0.0,,,,,
116,04/29/23 04:40:45  AM,9.077,0.0,,,,,
117,04/29/23 05:10:45  AM,8.581,0.0,,,,,
118,04/29/23 05:40:45  AM,8.282,0.0,,,,,
119,04/29/23 06:10:45  AM,8.879,1151.7,,,,,
120,04/29/23 06:40:45  AM,10.259,4994.5,,,,,
121,04/29/23 07:10:45  AM,15.760,11022.3,,,,,
122,04/29/23 07:40:45  AM,20.234,14466.8,,,,,
123,04/29/23 08:10:45  AM,23.869,16533.4,,,,,
124,04/29/23 08:40:45  AM,27.862,19977.9,,,,,
125,04/29/23 09:10:45  AM,31.370,28933.5,,,,,
126,04/29/23 09:40:45  AM,34.479,49600.3,,,,,
127,04/29/23 10:10:45  AM,37.055,77156.1,,,,,
128,04/29/23 10:40:45  AM,36.728,99200.7,,,,,
129,04/29/23 11:10:45  AM,42.878,148801.0,,,,,
130,04/29/23 11:40:45  AM,44.952,176356.7,,,,,
131,04/29/23 12:10:45  PM,46.979,187379.0,,,,,
132,04/29/23 12:40:45  PM,46.083,209423.6,,,,,
133,04/29/23 01:10:45  PM,47.629,209423.6,,,,,
134,04/29/23 01:40:45  PM,47.238,220445.9,,,,,
135,04/29/23 02:10:45  PM,47.629,231468.2,,,,,
136,04/29/23 02:40:45  PM,45.703,209423.6,,,,,
137,04/29/23 03:10:45  PM,38.826,126756.4,,,,,
138,04/29/23 03:40:45  PM,44.828,220445.9,,,,,
139,04/29/23 04:10:45  PM,43.118,187379.0,,,,,
140,04/29/23 04:40:45  PM,42.639,159823.3,,,,,
141,04/29/23 05:10:45  PM,40.071,148801.0,,,,,
142,04/29/23 05:40:45  PM,40.300,159823.3,,,,,
143,04/29/23 06:10:45  PM,36.728,115734.1,,,,,
144,04/29/23 06:40:45  PM,31.166,46844.8,,,,,
145,04/29/23 07:10:45  PM,26.683,21355.7,,,,,
146,04/29/23 07:40:45  PM,21.760,1076.4,,,,,
147,04/29/23 08:10:45  PM,18.426,0.0,,,,,
148,04/29/23 08:40:45  PM,16.427,0.0,,,,,
149,04/29/23 09:10:45  PM,15.664,0.0,,,,,
150,04/29/23 09:40:45  PM,12.980,0.0,,,,,
151,04/29/23 10:10:45  PM,11.722,0.0,,,,,
152,04/29/23 10:40:45  PM,11.722,0.0,,,,,
153,04/29/23 11:10:45  PM,11.528,0.0,,,,,
154,04/29/23 11:40:45  PM,12.207,0.0,,,,,
155,04/30/23 12:10:45  AM,10.748,0.0,,,,,
156,04/30/23 12:40:45  AM,11.139,0.0,,,,,
157,04/30/23 01:10:45  AM,10.651,0.0,,,,,
158,04/30/23 01:40:45  AM,9.571,0.0,,,,,
159,04/30/23 02:10:45  AM,10.357,0.0,,,,,
160,04/30/23 02:40:45  AM,10.748,0.0,,,,,
161,04/30/23 03:10:45  AM,9.373,0.0,,,,,
162,04/30/23 03:40:45  AM,9.373,0.0,,,,,
163,04/30/23 04:10:45  AM,9.176,0.0,,,,,
164,04/30/23 04:40:45  AM,8.978,0.0,,,,,
165,04/30/23 05:10:45  AM,8.481,0.0,,,,,
166,04/30/23 05:40:45  AM,9.275,0.0,,,,,
167,04/30/23 06:10:45  AM,9.275,1022.6,,,,,
168,04/30/23 06:40:45  AM,9.275,5166.7,,,,,
169,04/30/23 07:10:45  AM,15.091,9644.5,,,,,
170,04/30/23 07:40:45  AM,19.092,12400.1,,,,,
171,04/30/23 08:10:45  AM,22.621,15844.5,,,,,
172,04/30/23 08:40:45  AM,26.195,17911.2,,,,,
173,04/30/23 09:10:45  AM,28.655,26178.0,,,,,
174,04/30/23 09:40:45  AM,31.676,46844.8,,,,,
175,04/30/23 10:10:45  AM,33.848,74400.5,,,,,
176,04/30/23 10:40:45  AM,36.946,110223.0,,,,,
177,04/30/23 11:10:45  AM,39.276,148801.0,,,,,
178,04/30/23 11:40:45  AM,40.761,176356.7,,,,,
179,04/30/23 12:10:45  PM,43.118,209423.6,,,,,
180,04/30/23 12:40:45  PM,44.334,231468.2,,,,,
181,04/30/23 01:10:45  PM,38.826,6544.5,,,,,
182,04/30/23 01:40:45  PM,36.295,7577.8,,,,,
183,04/30/23 02:10:45  PM,33.014,0.0,,,,,
184,04/30/23 02:40:45  PM,32.600,0.0,,,,,
185,04/30/23 03:10:45  PM,32.704,0.0,,,,,
186,04/30/23 03:40:45  PM,32.704,0.0,,,,,
187,04/30/23 04:10:45  PM,33.014,0.0,,,,,
188,04/30/23 04:40:45  PM,34.058,0.0,,,,,
189,04/30/23 05:10:45  PM,34.268,0.0,,,,,
190,04/30/23 05:40:45  PM,34.163,0.0,,,,,
191,04/30/23 06:10:45  PM,33.639,0.0,,,,,
192,04/30/23 06:40:45  PM,33.118,0.0,,,,,
193,04/30/23 07:10:45  PM,33.014,0.0,,,,,
194,04/30/23 07:40:45  PM,32.911,0.0,,,,,
195,04/30/23 08:10:45  PM,31.268,0.0,,,,,
196,04/30/23 08:40:45  PM,28.953,0.0,,,,,
197,04/30/23 09:10:45  PM,27.862,0.0,,,,,
198,04/30/23 09:40:45  PM,25.805,32.3,,,,,
199,04/30/23 10:10:45  PM,24.351,0.0,,,,,
200,04/30/23 10:40:45  PM,23.966,0.0,,,,,
201,04/30/23 11:10:45  PM,23.966,0.0,,,,,
202,04/30/23 11:40:45  PM,23.581,0.0,,,,,
203,05/01/23 12:10:45  AM,23.196,0.0,,,,,
204,05/01/23 12:40:45  AM,23.196,0.0,,,,,
205,05/01/23 01:10:45  AM,22.525,0.0,,,,,
206,05/01/23 01:40:45  AM,22.046,0.0,,,,,
207,05/01/23 02:10:45  AM,21.664,0.0,,,,,
208,05/01/23 02:40:45  AM,21.378,0.0,,,,,
209,05/01/23 03:10:45  AM,21.473,0.0,,,,,
210,05/01/23 03:40:45  AM,21.282,0.0,,,,,
211,05/01/23 04:10:45  AM,20.996,0.0,,,,,
212,05/01/23 04:40:45  AM,20.615,0.0,,,,,
213,05/01/23 05:10:45  AM,20.424,0.0,,,,,
214,05/01/23 05:40:45  AM,19.948,0.0,,,,,
215,05/01/23 06:10:45  AM,19.853,10.8,,,,,
216,05/01/23 06:40:45  AM,19.758,96.9,,,,,
217,05/01/23 07:10:45  AM,19.853,193.8,,,,,
218,05/01/23 07:40:45  AM,20.519,258.3,,,,,
219,05/01/23 08:10:45  AM,21.091,290.6,,,,,
220,05/01/23 08:40:45  AM,21.760,226.0,,,,,
221,05/01/23 09:10:45  AM,21.855,139.9,,,,,
222,05/01/23 09:40:45  AM,22.142,376.7,,,,,
223,05/01/23 10:10:45  AM,22.429,452.1,,,,,
224,05/01/23 10:40:45  AM,22.429,430.6,,,,,
225,05/01/23 11:10:45  AM,22.812,430.6,,,,,
226,05/01/23 11:40:45  AM,23.004,430.6,,,,,
227,05/01/23 12:10:45  PM,23.388,441.3,,,,,
228,05/01/23 12:40:45  PM,23.388,462.9,,,,,
229,05/01/23 01:10:45  PM,23.292,409.0,,,,,
230,05/01/23 01:40:45  PM,23.388,409.0,,,,,
231,05/01/23 02:10:45  PM,23.388,409.0,,,,,
232,05/01/23 02:40:45  PM,23.581,495.1,,,,,
233,05/01/23 03:10:45  PM,23.966,495.1,,,,,
234,05/01/23 03:40:45  PM,23.966,505.9,,,,,
235,05/01/23 04:10:45  PM,23.773,473.6,,,,,
236,05/01/23 04:40:45  PM,23.966,172.2,,,,,
237,05/01/23 05:10:45  PM,23.484,161.5,,,,,
238,05/01/23 05:40:45  PM,23.004,172.2,,,,,
239,05/01/23 06:10:45  PM,22.621,118.4,,,,,
240,05/01/23 06:40:45  PM,21.951,21.5,,,,,
241,05/01/23 07:10:45  PM,21.378,0.0,,,,,
242,05/01/23 07:40:45  PM,20.710,0.0,,,,,
243,05/01/23 08:10:45  PM,20.710,0.0,,,,,
244,05/01/23 08:40:45  PM,21.187,0.0,,,,,
245,05/01/23 09:10:45  PM,20.615,0.0,,,,,
246,05/01/23 09:40:45  PM,20.043,0.0,,,,,
247,05/01/23 10:10:45  PM,19.567,0.0,,,,,
248,05/01/23 10:40:45  PM,18.711,0.0,,,,,
249,05/01/23 11:10:45  PM,18.331,0.0,,,,,
250,05/01/23 11:40:45  PM,17.760,0.0,,,,,
251,05/02/23 12:10:45  AM,17.189,0.0,,,,,
252,05/02/23 12:40:45  AM,16.713,0.0,,,,,
253,05/02/23 01:10:45  AM,16.618,0.0,,,,,
254,05/02/23 01:40:45  AM,16.618,0.0,,,,,
255,05/02/23 02:10:45  AM,16.618,0.0,,,,,
256,05/02/23 02:40:45  AM,16.237,0.0,,,,,
257,05/02/23 03:10:45  AM,16.141,0.0,,,,,
258,05/02/23 03:40:45  AM,15.473,0.0,,,,,
259,05/02/23 04:10:45  AM,15.282,0.0,,,,,
260,05/02/23 04:40:45  AM,14.996,0.0,,,,,
261,05/02/23 05:10:45  AM,14.996,0.0,,,,,
262,05/02/23 05:40:45  AM,15.091,0.0,,,,,
263,05/02/23 06:10:45  AM,15.664,21.5,,,,,
264,05/02/23 06:40:45  AM,15.760,172.2,,,,,
265,05/02/23 07:10:45  AM,16.141,236.8,,,,,
266,05/02/23 07:40:45  AM,16.427,290.6,,,,,
267,05/02/23 08:10:45  AM,16.618,366.0,,,,,
268,05/02/23 08:40:45  AM,16.713,398.3,,,,,
269,05/02/23 09:10:45  AM,16.808,441.3,,,,,
270,05/02/23 09:40:45  AM,17.094,473.6,,,,,
271,05/02/23 10:10:45  AM,16.999,366.0,,,,,
272,05/02/23 10:40:45  AM,17.475,430.6,,,,,
273,05/02/23 11:10:45  AM,17.760,312.2,,,,,
274,05/02/23 11:40:45  AM,17.950,398.3,,,,,
275,05/02/23 12:03:33  PM,,,,Logged,,,
276,05/02/23 12:04:01  PM,,,Logged,,,,
277,05/02/23 12:04:02  PM,,,,Logged,,,
278,05/02/23 12:04:08  PM,,,,,Logged,,
279,05/02/23 12:04:16  PM,,,,,,Logged,Logged
