"Plot Title: 20597557"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20597557, SEN S/N: 20597557)","Intensity, Lux (LGR S/N: 20597557, SEN S/N: 20597557)","Coupler Attached (LGR S/N: 20597557)","Host Connected (LGR S/N: 20597557)","Stopped (LGR S/N: 20597557)","End Of File (LGR S/N: 20597557)"
1,06/30/23 09:00:00  PM,30.356,53.8,,,,
2,06/30/23 09:30:00  PM,29.953,0.0,,,,
3,06/30/23 10:00:00  PM,29.953,0.0,,,,
4,06/30/23 10:30:00  PM,29.752,0.0,,,,
5,06/30/23 11:00:00  PM,29.652,0.0,,,,
6,06/30/23 11:30:00  PM,29.152,0.0,,,,
7,07/01/23 12:00:00  AM,28.555,0.0,,,,
8,07/01/23 12:30:00  AM,28.060,0.0,,,,
9,07/01/23 01:00:00  AM,27.862,0.0,,,,
10,07/01/23 01:30:00  AM,27.862,0.0,,,,
11,07/01/23 02:00:00  AM,27.370,0.0,,,,
12,07/01/23 02:30:00  AM,27.567,0.0,,,,
13,07/01/23 03:00:00  AM,27.567,0.0,,,,
14,07/01/23 03:30:00  AM,27.567,0.0,,,,
15,07/01/23 04:00:00  AM,27.468,0.0,,,,
16,07/01/23 04:30:00  AM,27.173,0.0,,,,
17,07/01/23 05:00:00  AM,27.173,0.0,,,,
18,07/01/23 05:30:00  AM,27.173,0.0,,,,
19,07/01/23 06:00:00  AM,26.977,10.8,,,,
20,07/01/23 06:30:00  AM,26.977,96.9,,,,
21,07/01/23 07:00:00  AM,27.468,129.2,,,,
22,07/01/23 07:30:00  AM,31.983,818.1,,,,
23,07/01/23 08:00:00  AM,34.058,11022.3,,,,
24,07/01/23 08:30:00  AM,35.328,12400.1,,,,
25,07/01/23 09:00:00  AM,37.055,14466.8,,,,
26,07/01/23 09:30:00  AM,38.490,14466.8,,,,
27,07/01/23 10:00:00  AM,39.163,15844.5,,,,
28,07/01/23 10:30:00  AM,40.300,17222.3,,,,
29,07/01/23 11:00:00  AM,42.164,42711.4,,,,
30,07/01/23 11:30:00  AM,43.723,20666.8,,,,
31,07/01/23 12:00:00  PM,44.952,22044.6,,,,
32,07/01/23 12:30:00  PM,47.109,68889.3,,,,
33,07/01/23 01:00:00  PM,55.891,242490.5,,,,
34,07/01/23 01:30:00  PM,57.319,253512.8,,,,
35,07/01/23 02:00:00  PM,59.983,264535.1,,,,
36,07/01/23 02:30:00  PM,60.502,264535.1,,,,
37,07/01/23 03:00:00  PM,61.560,264535.1,,,,
38,07/01/23 03:30:00  PM,60.677,264535.1,,,,
39,07/01/23 04:00:00  PM,57.806,253512.8,,,,
40,07/01/23 04:30:00  PM,57.806,242490.5,,,,
41,07/01/23 05:00:00  PM,57.481,220445.9,,,,
42,07/01/23 05:30:00  PM,53.461,187379.0,,,,
43,07/01/23 06:00:00  PM,46.083,71644.9,,,,
44,07/01/23 06:30:00  PM,40.992,31689.1,,,,
45,07/01/23 07:00:00  PM,32.600,4822.3,,,,
46,07/01/23 07:30:00  PM,29.953,3100.0,,,,
47,07/01/23 08:00:00  PM,27.961,882.6,,,,
48,07/01/23 08:30:00  PM,26.000,0.0,,,,
49,07/01/23 09:00:00  PM,26.292,0.0,,,,
50,07/01/23 09:30:00  PM,25.610,0.0,,,,
51,07/01/23 10:00:00  PM,25.902,0.0,,,,
52,07/01/23 10:30:00  PM,24.738,0.0,,,,
53,07/01/23 11:00:00  PM,24.835,0.0,,,,
54,07/01/23 11:30:00  PM,24.448,0.0,,,,
55,07/02/23 12:00:00  AM,23.100,0.0,,,,
56,07/02/23 12:30:00  AM,25.610,0.0,,,,
57,07/02/23 01:00:00  AM,24.931,0.0,,,,
58,07/02/23 01:30:00  AM,27.173,0.0,,,,
59,07/02/23 02:00:00  AM,24.545,0.0,,,,
60,07/02/23 02:30:00  AM,23.388,0.0,,,,
61,07/02/23 03:00:00  AM,26.097,0.0,,,,
62,07/02/23 03:30:00  AM,27.272,0.0,,,,
63,07/02/23 04:00:00  AM,24.062,0.0,,,,
64,07/02/23 04:30:00  AM,26.879,0.0,,,,
65,07/02/23 05:00:00  AM,27.272,0.0,,,,
66,07/02/23 05:30:00  AM,27.075,484.4,,,,
67,07/02/23 06:00:00  AM,27.764,2411.1,,,,
68,07/02/23 06:30:00  AM,28.159,3961.1,,,,
69,07/02/23 07:00:00  AM,29.853,7577.8,,,,
70,07/02/23 07:30:00  AM,31.983,9300.1,,,,
71,07/02/23 08:00:00  AM,34.163,11711.2,,,,
72,07/02/23 08:30:00  AM,35.971,12400.1,,,,
73,07/02/23 09:00:00  AM,37.494,15155.7,,,,
74,07/02/23 09:30:00  AM,38.826,15155.7,,,,
75,07/02/23 10:00:00  AM,40.645,16533.4,,,,
76,07/02/23 10:30:00  AM,42.401,18600.1,,,,
77,07/02/23 11:00:00  AM,44.211,49600.3,,,,
78,07/02/23 11:30:00  AM,45.703,23422.4,,,,
79,07/02/23 12:00:00  PM,46.722,24800.2,,,,
80,07/02/23 12:30:00  PM,49.496,88178.4,,,,
81,07/02/23 01:00:00  PM,57.481,231468.2,,,,
82,07/02/23 01:30:00  PM,60.677,242490.5,,,,
83,07/02/23 02:00:00  PM,60.329,264535.1,,,,
84,07/02/23 02:30:00  PM,62.463,264535.1,,,,
85,07/02/23 03:00:00  PM,62.646,264535.1,,,,
86,07/02/23 03:30:00  PM,60.329,253512.8,,,,
87,07/02/23 04:00:00  PM,57.643,264535.1,,,,
88,07/02/23 04:30:00  PM,60.156,242490.5,,,,
89,07/02/23 05:00:00  PM,48.288,209423.6,,,,
90,07/02/23 05:30:00  PM,55.580,187379.0,,,,
91,07/02/23 06:00:00  PM,47.109,66133.8,,,,
92,07/02/23 06:30:00  PM,42.164,28933.5,,,,
93,07/02/23 07:00:00  PM,33.639,5338.9,,,,
94,07/02/23 07:30:00  PM,31.064,3272.2,,,,
95,07/02/23 08:00:00  PM,29.853,796.5,,,,
96,07/02/23 08:30:00  PM,27.665,0.0,,,,
97,07/02/23 09:00:00  PM,29.953,0.0,,,,
98,07/02/23 09:30:00  PM,30.054,0.0,,,,
99,07/02/23 10:00:00  PM,30.255,0.0,,,,
100,07/02/23 10:30:00  PM,29.953,0.0,,,,
101,07/02/23 11:00:00  PM,29.953,0.0,,,,
102,07/02/23 11:30:00  PM,29.152,0.0,,,,
103,07/03/23 12:00:00  AM,28.357,0.0,,,,
104,07/03/23 12:30:00  AM,27.961,0.0,,,,
105,07/03/23 01:00:00  AM,27.764,0.0,,,,
106,07/03/23 01:30:00  AM,26.977,0.0,,,,
107,07/03/23 02:00:00  AM,27.272,0.0,,,,
108,07/03/23 02:30:00  AM,27.468,0.0,,,,
109,07/03/23 03:00:00  AM,27.862,0.0,,,,
110,07/03/23 03:30:00  AM,27.862,0.0,,,,
111,07/03/23 04:00:00  AM,28.159,0.0,,,,
112,07/03/23 04:30:00  AM,28.555,0.0,,,,
113,07/03/23 05:00:00  AM,27.961,0.0,,,,
114,07/03/23 05:30:00  AM,27.862,409.0,,,,
115,07/03/23 06:00:00  AM,28.555,2411.1,,,,
116,07/03/23 06:30:00  AM,28.159,4133.4,,,,
117,07/03/23 07:00:00  AM,30.356,7577.8,,,,
118,07/03/23 07:30:00  AM,32.188,11022.3,,,,
119,07/03/23 08:00:00  AM,34.796,11711.2,,,,
120,07/03/23 08:30:00  AM,35.864,14466.8,,,,
121,07/03/23 09:00:00  AM,38.379,19289.0,,,,
122,07/03/23 09:30:00  AM,40.185,18600.1,,,,
123,07/03/23 10:00:00  AM,39.957,16533.4,,,,
124,07/03/23 10:30:00  AM,42.046,18600.1,,,,
125,07/03/23 11:00:00  AM,43.601,31689.1,,,,
126,07/03/23 11:30:00  AM,45.201,24800.2,,,,
127,07/03/23 12:00:00  PM,47.238,27555.7,,,,
128,07/03/23 12:30:00  PM,48.955,137778.7,,,,
129,07/03/23 01:00:00  PM,55.425,231468.2,,,,
130,07/03/23 01:30:00  PM,59.641,242490.5,,,,
131,07/03/23 02:00:00  PM,59.812,253512.8,,,,
132,07/03/23 02:30:00  PM,59.812,264535.1,,,,
133,07/03/23 03:00:00  PM,59.983,264535.1,,,,
134,07/03/23 03:30:00  PM,59.471,264535.1,,,,
135,07/03/23 04:00:00  PM,59.133,253512.8,,,,
136,07/03/23 04:30:00  PM,58.134,242490.5,,,,
137,07/03/23 05:00:00  PM,56.362,220445.9,,,,
138,07/03/23 05:30:00  PM,55.580,198401.3,,,,
139,07/03/23 06:00:00  PM,48.023,66133.8,,,,
140,07/03/23 06:30:00  PM,40.876,52355.9,,,,
141,07/03/23 07:00:00  PM,32.188,5166.7,,,,
142,07/03/23 07:30:00  PM,30.356,3272.2,,,,
143,07/03/23 08:00:00  PM,30.963,882.6,,,,
144,07/03/23 08:30:00  PM,30.356,0.0,,,,
145,07/03/23 09:00:00  PM,29.652,0.0,,,,
146,07/03/23 09:30:00  PM,29.352,0.0,,,,
147,07/03/23 10:00:00  PM,29.053,0.0,,,,
148,07/03/23 10:30:00  PM,28.655,0.0,,,,
149,07/03/23 11:00:00  PM,28.456,0.0,,,,
150,07/03/23 11:30:00  PM,27.665,0.0,,,,
151,07/04/23 12:00:00  AM,27.173,0.0,,,,
152,07/04/23 12:30:00  AM,26.390,0.0,,,,
153,07/04/23 01:00:00  AM,25.708,0.0,,,,
154,07/04/23 01:30:00  AM,25.222,0.0,,,,
155,07/04/23 02:00:00  AM,25.222,0.0,,,,
156,07/04/23 02:30:00  AM,25.028,0.0,,,,
157,07/04/23 03:00:00  AM,26.683,0.0,,,,
158,07/04/23 03:30:00  AM,26.292,0.0,,,,
159,07/04/23 04:00:00  AM,26.488,0.0,,,,
160,07/04/23 04:30:00  AM,26.097,0.0,,,,
161,07/04/23 05:00:00  AM,25.610,0.0,,,,
162,07/04/23 05:30:00  AM,25.125,430.6,,,,
163,07/04/23 06:00:00  AM,23.388,2238.9,,,,
164,07/04/23 06:30:00  AM,25.513,3444.5,,,,
165,07/04/23 07:00:00  AM,27.567,7577.8,,,,
166,07/04/23 07:30:00  AM,28.853,9644.5,,,,
